rec,id,ecl_time,line
rec_031,1047-2012,2025-12-11 12:40:00 +01,BL-80930
rec_031,1048-2004,2025-12-11 14:30:00 +01,BL-80930
rec_031,1064-1984,2025-12-11 20:40:00 +01,BL-80930
rec_031,1058-1974,2025-12-11 14:20:00 +01,BL-80930
rec_031,1063-1968,2025-12-12 00:40:00 +01,BL-80930
rec_031,1053-1962,NA,BL-80930
rec_031,1080-2016,2025-12-11 05:40:00 +01,BL-80930
rec_031,1046-2039,2025-12-12 13:10:00 +01,BL-80930
rec_031,1139-2056,2025-12-11 05:30:00 +01,BL-80930
rec_031,1135-2053,2025-12-11 03:50:00 +01,BL-80930
rec_031,0901-2017,2025-12-12 03:30:00 +01,BL-80930
rec_031,0905-2010,2025-12-12 16:10:00 +01,BL-80930
rec_031,0791-1984,2025-12-13 20:40:00 +01,BL-80930
rec_031,1057-1899,2025-12-11 18:20:00 +01,BL-80930
rec_031,1048-1891,2025-12-11 23:20:00 +01,BL-80930
rec_031,1108-1623,2025-12-12 12:20:00 +01,BL-80930
rec_031,1123-1621,2025-12-11 04:00:00 +01,BL-80930
rec_031,1119-1614,2025-12-11 07:00:00 +01,BL-80930
rec_031,1129-1606,2025-12-12 13:40:00 +01,BL-80930
rec_031,1116-1602,2025-12-11 04:10:00 +01,BL-80930
rec_031,1113-1648,2025-12-11 16:10:00 +01,BL-80930
rec_031,1145-1658,2025-12-11 19:10:00 +01,BL-80930
rec_031,1151-1664,2025-12-11 11:20:00 +01,BL-80930
rec_031,1164-1695,2025-12-11 06:30:00 +01,BL-80930
rec_031,1140-1700,2025-12-11 07:40:00 +01,BL-80930
rec_031,1126-1677,2025-12-12 06:10:00 +01,BL-80930
rec_031,1159-1783,NA,BL-80930
rec_031,1126-1729,2025-12-12 13:20:00 +01,BL-80930
rec_031,0960-1776,NA,BL-80930
rec_031,0960-1858,2025-12-12 05:20:00 +01,BL-80930
rec_031,0913-1884,2025-12-12 07:20:00 +01,BL-80930
rec_031,0770-1756,2025-12-13 17:20:00 +01,BL-80930
rec_031,0792-1642,2025-12-13 03:20:00 +01,BL-80930
rec_031,1158-1089,2025-12-11 05:30:00 +01,BL-80930
rec_031,1157-1080,2025-12-11 17:20:00 +01,BL-80930
rec_031,1149-1069,2025-12-13 20:40:00 +01,BL-80930
rec_031,1110-1089,2025-12-11 09:20:00 +01,BL-80930
rec_031,1115-1086,2025-12-12 11:50:00 +01,BL-80930
rec_031,1119-1080,2025-12-13 09:40:00 +01,BL-80930
rec_031,1091-1094,2025-12-12 10:50:00 +01,BL-80930
rec_031,1158-0700,2025-12-12 06:50:00 +01,BL-80930
rec_031,1164-0696,2025-12-11 19:30:00 +01,BL-80930
rec_031,1134-0689,2025-12-12 00:20:00 +01,BL-80930
rec_031,1125-0642,2025-12-11 23:50:00 +01,BL-80930
rec_031,1131-0636,NA,BL-80930
rec_031,1100-0650,NA,BL-80930
rec_031,1050-0674,2025-12-13 03:20:00 +01,BL-80930
rec_031,1020-0732,NA,BL-80930
rec_031,1013-0825,2025-12-13 14:50:00 +01,BL-80930
rec_031,1035-0793,NA,BL-80930
rec_031,0920-0982,2025-12-11 18:30:00 +01,BL-80930
rec_031,0928-1006,2025-12-12 01:50:00 +01,BL-80930
rec_031,0961-1016,2025-12-13 05:50:00 +01,BL-80930
rec_031,0872-0942,2025-12-11 12:40:00 +01,BL-80930
rec_031,0872-0966,2025-12-11 09:50:00 +01,BL-80930
rec_031,0878-0954,2025-12-11 13:30:00 +01,BL-80930
rec_031,0896-0970,2025-12-12 00:10:00 +01,BL-80930
rec_031,0851-0995,2025-12-11 11:30:00 +01,BL-80930
rec_031,0872-1001,2025-12-11 11:20:00 +01,BL-80930
rec_031,0752-0906,2025-12-11 05:50:00 +01,BL-80930
rec_031,0739-0970,2025-12-11 17:10:00 +01,BL-80930
rec_031,0830-0636,2025-12-11 21:30:00 +01,BL-80930
rec_031,0941-0817,2025-12-13 11:40:00 +01,BL-80930
rec_031,0932-0845,2025-12-12 08:50:00 +01,BL-80930
rec_031,0912-0890,2025-12-12 06:20:00 +01,BL-80930
rec_031,0879-0881,2025-12-12 11:30:00 +01,BL-80930
rec_031,0885-0926,2025-12-11 12:10:00 +01,BL-80930
rec_031,0893-0932,2025-12-12 07:10:00 +01,BL-80930
rec_031,0875-0824,NA,BL-80930
rec_031,0908-0672,2025-12-13 18:00:00 +01,BL-80930
rec_031,0896-0660,NA,BL-80930
rec_031,0914-0618,2025-12-13 09:10:00 +01,BL-80930
rec_031,0894-0728,2025-12-11 16:30:00 +01,BL-80930
rec_031,0886-0714,2025-12-11 22:30:00 +01,BL-80930
rec_031,0847-0675,2025-12-11 11:00:00 +01,BL-80930
rec_031,0906-0542,NA,BL-80930
rec_031,0934-0512,NA,BL-80930
rec_031,0913-0598,NA,BL-80930
rec_031,0796-0756,2025-12-11 19:40:00 +01,BL-80930
rec_031,0802-0761,2025-12-11 06:50:00 +01,BL-80930
rec_031,0797-0867,2025-12-11 10:50:00 +01,BL-80930
rec_031,0760-0856,2025-12-11 12:30:00 +01,BL-80930
rec_031,0793-0925,2025-12-13 02:20:00 +01,BL-80930
rec_031,1132-1214,2025-12-11 17:20:00 +01,BL-80930
rec_031,1136-1205,2025-12-11 04:20:00 +01,BL-80930
rec_031,1096-1212,2025-12-12 04:40:00 +01,BL-80930
rec_031,1093-1200,2025-12-11 06:00:00 +01,BL-80930
rec_031,0980-1578,2025-12-12 20:00:00 +01,BL-80930
rec_031,1007-1435,2025-12-11 09:20:00 +01,BL-80930
rec_031,1101-1446,2025-12-12 11:20:00 +01,BL-80930
rec_031,1072-1406,2025-12-12 14:00:00 +01,BL-80930
rec_031,1103-1372,NA,BL-80930
rec_031,1172-1281,2025-12-11 10:10:00 +01,BL-80930
rec_031,1178-1278,2025-12-11 06:30:00 +01,BL-80930
rec_031,1182-1271,2025-12-11 01:40:00 +01,BL-80930
rec_031,0113-1607,2025-12-13 20:40:00 +01,BL-80930
